"gene","importance","Non-unique Gene name","Annotation"
"hokA",-3.40715502555344e-06,";hokA","hypothetical protein;Protein HokA"
"dam_2~~~dam_1",-3.40715502555367e-06,"dam_2;dam_1","DNA adenine methylase"
"focB_2~~~focB_1~~~focB",-3.40715502555367e-06,"focB_2;;focB_1;focB","Formate channel FocB;hypothetical protein"
"group_30735",-3.40715502555367e-06,"","hypothetical protein"
"group_30744",-3.40715502555367e-06,"rapA_1","RNA polymerase-associated protein RapA"
"group_34351",-3.40715502555367e-06,";tnpA;tnpA_2","Tn3 family transposase ISAcsp1;hypothetical protein;Tn3 family transposase ISAzs17;Tn3 family transposase ISAzs29;Transposase for transposon;Tn3 family transposase ISPa40"
"group_3836",-3.40715502555367e-06,"","hypothetical protein"
"clpV1_2~~~clpV1_1~~~clpV1_3~~~clpV1",-3.40715502555389e-06,"clpV1_2;clpV1_1;;clpV1_3;clpV1","AAA+ ATPase ClpV1;hypothetical protein"
"group_1257",-3.40715502555389e-06,"","hypothetical protein"
"group_4650",-3.40715502555389e-06,"","hypothetical protein"
"nanC_1~~~nanC~~~nanC_3~~~nanC_2",-3.40715502555389e-06,"nanC_1;nanC;nanC_3;nanC_2","N-acetylneuraminic acid outer membrane channel protein NanC"
"group_6322",-3.40791738382085e-06,"","hypothetical protein"
"group_36024",-3.41245936125456e-06,"","hypothetical protein"
"group_6132",-3.41296928327628e-06,"","hypothetical protein"
"group_7447",-3.41296928327628e-06,"smf-1","Major fimbrial subunit SMF-1"
"nohA_3~~~nohA_1~~~nohA_5~~~nohA",-3.41296928327628e-06,";nohA_3;nohA_1;nohA_5;nohA","hypothetical protein;Prophage DNA-packing protein NohA"
"brxB",-3.4129692832765e-06,"brxB","BREX protein BrxB"
"dddA_2",-3.4129692832765e-06,"dddA_2;","Double-stranded DNA deaminase toxin A;hypothetical protein"
"group_1932",-3.4129692832765e-06,"","hypothetical protein"
"group_2195",-3.4129692832765e-06,"","hypothetical protein"
"group_2246",-3.4129692832765e-06,"","hypothetical protein"
"group_32360",-3.4129692832765e-06,"","hypothetical protein"
"group_32557",-3.4129692832765e-06,"rhsD_2","Protein RhsD"
"group_3912",-3.4129692832765e-06,"","hypothetical protein"
"group_4455",-3.4129692832765e-06,"","hypothetical protein;IS4 family transposase ISLpn6;IS4 family transposase ISAzvi7"
"group_4674",-3.4129692832765e-06,"","hypothetical protein"
"group_6228",-3.4129692832765e-06,"","hypothetical protein"
"group_6355",-3.4129692832765e-06,"","hypothetical protein"
"group_6439",-3.4129692832765e-06,"","hypothetical protein"
"group_7349",-3.4129692832765e-06,"","hypothetical protein"
"group_8321",-3.4129692832765e-06,"","hypothetical protein"
"group_8410",-3.4129692832765e-06,"","hypothetical protein"
"group_9681",-3.4129692832765e-06,"","hypothetical protein"
"hxpB_1~~~hxpB_2~~~gph_1",-3.4129692832765e-06,"hxpB_1;;hxpB_2;gph_1","Hexitol phosphatase B;hypothetical protein;Phosphoglycolate phosphatase"
"pepA_1~~~pepA_2~~~pepA",-3.4129692832765e-06,"pepA_1;pepA_2;pepA","cytosol aminopeptidase;Cytosol aminopeptidase"
"rplI",-3.4129692832765e-06,"rplI","Large ribosomal subunit protein bL9"
"tfaE_6~~~tfaE_3~~~tfaE_1~~~tfaE_2~~~tfaE~~~tfaE_4~~~tfaE_5",-3.4129692832765e-06,"tfaE_6;tfaE_3;tfaE_1;tfaE_2;tfaE;;tfaE_4;tfaE_5","Prophage tail fiber assembly protein TfaE;hypothetical protein"
"zorA",-3.4129692832765e-06,"zorA","Zorya protein ZorA"
"rpoH_1~~~rpoH_2~~~rpoH_3",-3.41559801003721e-06,"rpoH_1;rpoH_2;rpoH_3;","RNA polymerase sigma factor RpoH;hypothetical protein"
"group_7915",-3.41878333607482e-06,"","hypothetical protein"
"atoS",-3.41880341880341e-06,"atoS","Signal transduction histidine-protein kinase AtoS"
"czcR~~~copR",-3.41880341880341e-06,"czcR;;copR","Transcriptional activator protein CzcR;hypothetical protein;Transcriptional activator protein CopR"
"dcuB_2~~~dcuA_3~~~dcuB_3",-3.41880341880341e-06,"dcuB_2;dcuA_3;dcuB_3;","Anaerobic C4-dicarboxylate transporter DcuB;C4-dicarboxylate transporter DcuA;hypothetical protein"
"dsdA_2~~~dsdA_1~~~dsdA~~~dsdA_3",-3.41880341880341e-06,"dsdA_2;dsdA_1;dsdA;dsdA_3","D-serine dehydratase"
"group_1289",-3.41880341880341e-06,"","hypothetical protein"
"group_2821",-3.41880341880341e-06,"","hypothetical protein"
"group_29493",-3.41880341880341e-06,"","hypothetical protein"
"group_33501",-3.41880341880341e-06,"","hypothetical protein;IS3 family transposase ISSfl11;IS3 family transposase ISSfl10"
"group_34836",-3.41880341880341e-06,"","hypothetical protein"
"group_35477",-3.41880341880341e-06,"","hypothetical protein"
"group_6612",-3.41880341880341e-06,"","hypothetical protein"
"group_7022",-3.41880341880341e-06,"","hypothetical protein"
"group_8898",-3.41880341880341e-06,"","hypothetical protein"
"group_9044",-3.41880341880341e-06,"","hypothetical protein"
"group_9927",-3.41880341880341e-06,"","hypothetical protein"
"iroE",-3.41880341880341e-06,"iroE;","Apo-salmochelin esterase;hypothetical protein"
"kptA_2~~~kptA_1~~~kptA",-3.41880341880341e-06,"kptA_2;kptA_1;;kptA","putative RNA 2'-phosphotransferase;RNA 2'-phosphotransferase;hypothetical protein"
"rclA_2~~~sthA_1~~~rclB~~~rclA_1~~~rclA",-3.41880341880341e-06,"rclA_2;sthA_1;rclB;rclA_1;rclA","putative pyridine nucleotide-disulfide oxidoreductase RclA;Soluble pyridine nucleotide transhydrogenase;putative protein RclB"
"sdhD",-3.41880341880341e-06,"sdhD","Succinate dehydrogenase hydrophobic membrane anchor subunit"
"ssuC_2~~~tauB~~~ssuC_1~~~uup_4",-3.41880341880341e-06,"ssuC_2;tauB;ssuC_1;;uup_4","Putative aliphatic sulfonates transport permease protein SsuC;Taurine import ATP-binding protein TauB;hypothetical protein;ATP-binding protein Uup"
"ycjY_1",-3.41880341880341e-06,"ycjY_1","putative protein YcjY"
"group_4890",-3.41880341880363e-06,"","hypothetical protein"
"cydA",-3.41900793061933e-06,"cydA","Cytochrome bd-I ubiquinol oxidase subunit 1"
"group_7741",-3.42432720667407e-06,"","hypothetical protein"
"dddA~~~dddA_3~~~dddA_2~~~dddA_1",-3.42465753424648e-06,";dddA;dddA_3;dddA_2;dddA_1","hypothetical protein;Double-stranded DNA deaminase toxin A"
"group_23568",-3.42465753424648e-06,"","hypothetical protein"
"htrE_1~~~htrE_2~~~staC~~~htrE~~~htrE_3~~~htrE_4",-3.42465753424648e-06,"htrE_1;htrE_2;staC;htrE;;htrE_3;htrE_4","Outer membrane usher protein HtrE;Sta fimbria outer membrane usher protein StaC;hypothetical protein"
"traC_2~~~traC~~~traC_1",-3.42465753424648e-06,"traC_2;traC;traC_1","Protein TraC"
"caiT_2~~~caiT_3~~~caiT_1~~~caiT~~~caiT_4",-3.4246575342467e-06,"caiT_2;caiT_3;caiT_1;caiT;caiT_4","L-carnitine/gamma-butyrobetaine antiporter"
"efeB~~~efeB_2~~~efeB_1",-3.4246575342467e-06,"efeB;;efeB_2;efeB_1","Deferrochelatase;hypothetical protein"
"group_10362",-3.4246575342467e-06,"","hypothetical protein"
"group_1314",-3.4246575342467e-06,"","hypothetical protein"
"group_27344",-3.4246575342467e-06,"yfgG","Protein YfgG"
"group_31414",-3.4246575342467e-06,"","hypothetical protein"
"group_32561",-3.4246575342467e-06,"","hypothetical protein"
"group_33866",-3.4246575342467e-06,"","IS66 family transposase ISEc78;IS66 family transposase ISEc22;hypothetical protein;IS66 family transposase ISEc8"
"group_4872",-3.4246575342467e-06,"","hypothetical protein"
"group_500",-3.4246575342467e-06,"","hypothetical protein"
"group_547",-3.4246575342467e-06,"","hypothetical protein"
"group_6694",-3.4246575342467e-06,"","hypothetical protein"
"group_7582",-3.4246575342467e-06,"","hypothetical protein"
"ssb_1~~~ssb_5~~~ssb_4~~~ssb_2~~~ssb_3",-3.42526991537784e-06,"ssb_1;ssb_5;ssb_4;ssb_2;;ssb_3","Single-stranded DNA-binding protein;Single-stranded DNA-binding protein 1;hypothetical protein"
"group_36045",-3.42633319764341e-06,"","hypothetical protein"
"group_2387",-3.42938439288165e-06,"","IS66 family transposase ISSgsp1;hypothetical protein;IS66 family transposase ISEc22;IS66 family transposase ISEc8;IS66 family transposase ISCro1;IS66 family transposase ISSfl3"
"lolD_3~~~lolD_1",-3.42952154306353e-06,"lolD_3;lolD_1","Lipoprotein-releasing system ATP-binding protein LolD"
"group_22523",-3.43033345454669e-06,"","hypothetical protein"
"agaC_1~~~agaC_3~~~agaC~~~agaC_2~~~sorB_2~~~levE",-3.43053173241858e-06,";agaC_1;agaC_3;agaC;agaC_2;sorB_2;levE","hypothetical protein;N-acetylgalactosamine permease IIC component 1;PTS system sorbose-specific EIIB component;PTS system fructose-specific EIIB component"
"cnl~~~cnl_2",-3.43053173241858e-06,"cnl;cnl_2;","Lysis protein for colicin N;hypothetical protein"
"group_10274",-3.43053173241858e-06,"","hypothetical protein"
"group_10367",-3.43053173241858e-06,"","hypothetical protein"
"group_10527",-3.43053173241858e-06,"","hypothetical protein"
"group_1328",-3.43053173241858e-06,"","hypothetical protein"
"group_1944",-3.43053173241858e-06,"","IS3 family transposase ISEc52;IS3 family transposase IS911;hypothetical protein"
"group_27682",-3.43053173241858e-06,"","IS3 family transposase ISSen4"
"group_2813",-3.43053173241858e-06,"","hypothetical protein"
"group_3927",-3.43053173241858e-06,"","hypothetical protein"
"group_4774",-3.43053173241858e-06,"","hypothetical protein"
"group_7175",-3.43053173241858e-06,"","hypothetical protein"
"group_9168",-3.43053173241858e-06,"","hypothetical protein"
"group_9808",-3.43053173241858e-06,"","hypothetical protein"
"ttrR",-3.43053173241858e-06,"ttrR","Tetrathionate response regulatory protein TtrR"
"yhjR",-3.43053173241858e-06,"yhjR;","Protein YhjR;hypothetical protein"
"group_4162",-3.43154246100519e-06,"","hypothetical protein"
"radD_2",-3.43204597576841e-06,";radD_2","hypothetical protein;Putative DNA repair helicase RadD"
"group_9000",-3.43269310124961e-06,"","hypothetical protein"
"group_3848",-3.43455176027785e-06,"","hypothetical protein;IS200/IS605 family transposase IS200C"
"group_1244",-3.43517941159788e-06,"","hypothetical protein"
"aptA",-3.43590551562811e-06,"aptA","Apulose-4-phosphate transketolase subunit A"
"group_1056",-3.43642611683848e-06,"","hypothetical protein"
"group_1569",-3.43642611683848e-06,"","hypothetical protein"
"group_1989",-3.43642611683848e-06,"","hypothetical protein"
"group_2014",-3.43642611683848e-06,"","hypothetical protein"
"group_29903",-3.43642611683848e-06,"","hypothetical protein"
"group_4798",-3.43642611683848e-06,"","hypothetical protein"
"group_5224",-3.43642611683848e-06,"","hypothetical protein"
"group_8921",-3.43642611683848e-06,"","hypothetical protein"
"rfbX",-3.43642611683848e-06,"rfbX","Putative O-antigen transporter"
"group_5561",-3.4364261168387e-06,"","hypothetical protein"
"group_33911",-3.44234079173833e-06,"","hypothetical protein"
"group_3840",-3.44234079173833e-06,"","hypothetical protein"
"group_442",-3.44234079173833e-06,"","hypothetical protein"
"group_5300",-3.44234079173833e-06,"","hypothetical protein"
"infA",-3.44234079173833e-06,"infA","Translation initiation factor IF-1"
"nanE_2~~~nanE_1~~~nanE_3",-3.44234079173833e-06,"nanE_2;nanE_1;nanE_3","Putative N-acetylmannosamine-6-phosphate 2-epimerase"
"group_1704",-3.44234079173855e-06,"","hypothetical protein"
"group_31591",-3.44234079173855e-06,"","hypothetical protein"
"group_3725",-3.44234079173855e-06,"","hypothetical protein"
"tibA_1~~~tibA~~~tibA_2~~~CRAC_2~~~CRAC",-3.44234079173855e-06,"tibA_1;tibA;tibA_2;CRAC_2;CRAC;","Autotransporter adhesin/invasin TibA;Autotransporter CRAC;hypothetical protein"
"group_27345",-3.44297981102293e-06,"","hypothetical protein"
"group_9288",-3.44299227972145e-06,"","hypothetical protein"
"pemI",-3.44581534112187e-06,"pemI","Antitoxin PemI"
"galE_3~~~galE_2~~~galE_1",-3.44827586206886e-06,"galE_3;galE_2;galE_1","UDP-glucose 4-epimerase"
"group_10213",-3.44827586206886e-06,"","hypothetical protein"
"group_11682",-3.44827586206886e-06,"","hypothetical protein"
"group_14302",-3.44827586206886e-06,"","hypothetical protein"
"group_4688",-3.44827586206886e-06,"","hypothetical protein"
"group_8322",-3.44827586206886e-06,"","hypothetical protein"
"ltrA~~~nicA1",-3.44827586206886e-06,";ltrA;nicA1","hypothetical protein;Group II intron-encoded protein LtrA;Putative nicotine oxidoreductase"
"yeaX_1~~~yeaX_2~~~yeaX",-3.44827586206886e-06,";yeaX_1;yeaX_2;yeaX","Carnitine monooxygenase reductase subunit"
"dgoD_1~~~dgoD_2~~~dgoD_3~~~dgoD",-3.44827586206908e-06,"dgoD_1;dgoD_2;dgoD_3;dgoD","D-galactonate dehydratase"
"group_10327",-3.44827586206908e-06,"","hypothetical protein"
"group_2782",-3.44827586206908e-06,"","hypothetical protein"
"group_3832",-3.44827586206908e-06,"","hypothetical protein"
"group_5125",-3.44827586206908e-06,"","hypothetical protein"
"group_7753",-3.44827586206908e-06,"","hypothetical protein"
"group_8173",-3.44827586206908e-06,"","hypothetical protein"
"group_9411",-3.44827586206908e-06,"","hypothetical protein"
"hsdS_1~~~hsdS_2",-3.44827586206908e-06,"hsdS_1;hsdS_2;","Type I restriction enzyme HindI specificity subunit;hypothetical protein"
"manZ_2~~~manZ_1~~~manZ_3",-3.44827586206908e-06,"manZ_2;manZ_1;manZ_3;","PTS system mannose-specific EIID component;hypothetical protein"
"group_7308",-3.44914713103783e-06,"","hypothetical protein;IS256 family transposase IS1414;IS256 family transposase ISAba26;IS256 family transposase ISSoEn2;IS256 family transposase ISEic2"
"group_8190",-3.45227331347364e-06,"","hypothetical protein"
"csgE",-3.45318398415717e-06,";csgE","hypothetical protein;Curli production assembly/transport component CsgE"
"tsuB~~~tsuB_1",-3.4541498510583e-06,"tsuB;tsuB_1;","Putative sulfur carrier protein TsuB;hypothetical protein"
"cyoC_2~~~cyoC",-3.45423143350598e-06,"cyoC_2;cyoC","Cytochrome bo(3) ubiquinol oxidase subunit 3"
"group_27612",-3.45423143350598e-06,"","hypothetical protein"
"group_31922",-3.45423143350598e-06,"","hypothetical protein"
"group_35153",-3.45423143350598e-06,"relE;relE_1;relE_2","mRNA interferase toxin RelE"
"group_8499",-3.45423143350598e-06,"","hypothetical protein"
"yjjW~~~yjjW_1~~~yjjW_2",-3.45423143350598e-06,"yjjW;;yjjW_1;yjjW_2","Putative glycyl-radical enzyme activating enzyme YjjW;hypothetical protein"
"elfG~~~elfG_2~~~elfG_1~~~elfG_3",-3.45423143350621e-06,"elfG;elfG_2;elfG_1;elfG_3","putative fimbrial-like protein ElfG"
"group_11959",-3.45423143350621e-06,"","hypothetical protein"
"group_34013",-3.45423143350621e-06,"","hypothetical protein"
"group_34576",-3.45423143350621e-06,"","hypothetical protein"
"group_4899",-3.45423143350621e-06,"","hypothetical protein"
"group_3938",-3.45518024149594e-06,"","hypothetical protein"
"hpf_3~~~hpf_1",-3.45530048270426e-06,"hpf_3;hpf_1","Putative metal ABC transporter substrate-binding protein Hpf"
"group_1874",-3.45639643363937e-06,"","hypothetical protein"
"rdgC_2",-3.45691163421868e-06,"rdgC_2","Recombination-associated protein RdgC"
"fimD~~~elfC_3~~~lpfC~~~elfC_1~~~elfC_2",-3.45975891196693e-06,"fimD;elfC_3;lpfC';elfC_1;elfC_2","Outer membrane usher protein FimD;putative outer membrane usher protein ElfC;putative outer membrane usher protein LpfC'"
"group_1146",-3.46020761245658e-06,"","hypothetical protein"
"intA_2",-3.46020761245658e-06,"intA_2;","Prophage integrase IntA;hypothetical protein"
"group_1549",-3.4602076124568e-06,"","hypothetical protein"
"group_32427",-3.4602076124568e-06,"","hypothetical protein"
"group_33225",-3.4602076124568e-06,"ydiO;","Type II methyltransferase M1.BsuMI;Type II methyltransferase M.Sau96I"
"group_4565",-3.4602076124568e-06,"","hypothetical protein"
"group_501",-3.4602076124568e-06,"","hypothetical protein"
"group_6262",-3.4602076124568e-06,"","hypothetical protein"
"group_6808",-3.4602076124568e-06,"","hypothetical protein"
"group_9301",-3.4602076124568e-06,"","hypothetical protein"
"licT",-3.4602076124568e-06,";licT","hypothetical protein;Transcription antiterminator LicT"
"mchB",-3.4602076124568e-06,";mchB","hypothetical protein;Microcin H47"
"gmuD",-3.46053123830892e-06,"gmuD","6-phospho-beta-glucosidase GmuD"
"group_6619",-3.46053906187294e-06,"","hypothetical protein"
"group_7700",-3.46116083969594e-06,"","hypothetical protein"
"addA~~~rep_1~~~rep_2~~~addA_1~~~addA_2~~~rep_4",-3.4659459402917e-06,"addA;rep_1;;rep_2;addA_1;addA_2;rep_4","ATP-dependent helicase/nuclease subunit A;ATP-dependent DNA helicase Rep;hypothetical protein"
"group_5859",-3.46601414475489e-06,"","hypothetical protein"
"dnaJ_2~~~dnaJ_1",-3.46618357487927e-06,"dnaJ_2;dnaJ_1","Chaperone protein DnaJ"
"group_2022",-3.46620450606561e-06,"","hypothetical protein;ISL3 family transposase ISEc38"
"metG_2~~~metG_1~~~metG",-3.46620450606561e-06,"metG_2;metG_1;;metG","Methionine--tRNA ligase;hypothetical protein"
"aaeA_1~~~aaeA_2~~~aaeA_3~~~aaeA_4",-3.46620450606583e-06,";aaeA_1;aaeA_2;aaeA_3;aaeA_4","hypothetical protein;p-hydroxybenzoic acid efflux pump subunit AaeA"
"group_414",-3.46620450606583e-06,"","hypothetical protein"
"group_815",-3.46620450606583e-06,"","hypothetical protein"
"group_9120",-3.46620450606583e-06,"","hypothetical protein"
"ansB~~~ansB_1~~~ansB_3~~~ansB_2",-3.46620450606605e-06,"ansB;ansB_1;ansB_3;ansB_2","L-asparaginase 2"
"group_10184",-3.46620450606605e-06,"","hypothetical protein"
"group_2956",-3.46620450606605e-06,"","hypothetical protein"
"group_33867",-3.46620450606605e-06,"","hypothetical protein"
"group_3448",-3.46620450606605e-06,"","hypothetical protein"
"group_417",-3.46620450606605e-06,"","hypothetical protein"
"higB~~~higB_1~~~higB_2",-3.4678449744463e-06,"higB;higB_1;higB_2","mRNA interferase toxin HigB"
"cynT~~~cynT_2~~~cynT_1",-3.4689123408671e-06,";cynT;cynT_2;cynT_1","hypothetical protein;Carbonic anhydrase 1"
"pcoC",-3.47053486837323e-06,"pcoC","Copper resistance protein C"
"group_10537",-3.4722222222221e-06,"","hypothetical protein"
"group_1252",-3.4722222222221e-06,"","hypothetical protein"
"group_2247",-3.4722222222221e-06,"","hypothetical protein"
"group_32926",-3.4722222222221e-06,"","hypothetical protein"
"group_34989",-3.4722222222221e-06,"","hypothetical protein"
"group_35565",-3.4722222222221e-06,"","hypothetical protein"
"group_3766",-3.4722222222221e-06,"","hypothetical protein"
"group_6274",-3.4722222222221e-06,"","hypothetical protein"
"group_6341",-3.4722222222221e-06,"","hypothetical protein"
"group_6434",-3.4722222222221e-06,"","hypothetical protein"
"group_836",-3.4722222222221e-06,"","hypothetical protein"
"mdlB~~~mdlB_1~~~mdlB_2~~~smdB~~~uup_5",-3.4722222222221e-06,"mdlB;mdlB_1;mdlB_2;smdB;;uup_5","Multidrug resistance-like ATP-binding protein MdlB;multidrug efflux ABC transporter permease/ATP-binding subunit SmdB;hypothetical protein;ATP-binding protein Uup"
"xerC_6~~~xerC_9~~~xerC_5",-3.4722222222221e-06,"xerC_6;;xerC_9;xerC_5","Tyrosine recombinase XerC;hypothetical protein"
"dam~~~dam_2~~~dam_1~~~dpnM",-3.47222222222232e-06,"dam;dam_2;dam_1;;dpnM","DNA adenine methylase;hypothetical protein;Type II methyltransferase M1.DpnII"
"dcuA",-3.47222222222232e-06,";dcuA","hypothetical protein;C4-dicarboxylate transporter DcuA"
"dnmA_2~~~dnmA~~~dnmA_1",-3.47222222222232e-06,"dnmA_2;dnmA;dnmA_1","DNA methyltransferase A"
"group_1930",-3.47222222222232e-06,"","hypothetical protein"
"group_2182",-3.47222222222232e-06,"","hypothetical protein"
"group_284",-3.47222222222232e-06,"","hypothetical protein"
"group_3401",-3.47222222222232e-06,"","hypothetical protein"
"group_4154",-3.47222222222232e-06,"","hypothetical protein"
"group_5513",-3.47222222222232e-06,"","hypothetical protein"
"group_8962",-3.47222222222232e-06,"","hypothetical protein"
"imm_1~~~imm_3",-3.47222222222232e-06,"imm_1;imm_3","Colicin-E7 immunity protein"
"group_4562",-3.47368421052652e-06,"","hypothetical protein"
"pndA~~~pndA_1",-3.47570007756581e-06,"pndA;pndA_1","Protein PndA"
"group_10352",-3.47726649513702e-06,"","hypothetical protein"
"group_10141",-3.47826086956515e-06,"","hypothetical protein"
"group_10412",-3.47826086956515e-06,"","hypothetical protein"
"group_3196",-3.47826086956515e-06,"","hypothetical protein"
"group_35161",-3.47826086956515e-06,"","hypothetical protein"
"group_3536",-3.47826086956515e-06,"","hypothetical protein"
"group_35644",-3.47826086956515e-06,"","hypothetical protein"
"group_6743",-3.47826086956515e-06,"","hypothetical protein"
"group_7738",-3.47826086956515e-06,"","hypothetical protein"
"fimG_1~~~fimG~~~fimD~~~fimD_2~~~fimD_1~~~sfaF_1~~~fimG_2~~~ydeQ",-3.47826086956538e-06,";fimG_1;fimG;fimD;fimD_2;fimD_1;sfaF_1;fimG_2;ydeQ","hypothetical protein;Protein FimG;Outer membrane usher protein FimD;S/F1C fimbrial biogenesis usher protein SfaF/FocD;putative fimbrial-like protein YdeQ"
"group_9644",-3.47826086956538e-06,"","hypothetical protein"
"group_9906",-3.47826086956538e-06,"","hypothetical protein"
"lutC~~~lutC_2~~~lutC_1",-3.47826086956538e-06,"lutC;lutC_2;lutC_1","Lactate utilization protein C"
"panC_2~~~panC_1~~~panC",-3.47826086956538e-06,"panC_2;panC_1;panC","Pantothenate synthetase"
"sorM~~~sorA_1~~~sorA_2~~~sorA~~~yggP_1~~~yggP_2~~~yggP~~~sorM_1~~~sorM_2~~~yggP_3",-3.47826086956538e-06,"sorM;;sorA_1;sorA_2;sorA;yggP_1;yggP_2;yggP;sorM_1;sorM_2;yggP_3","PTS system sorbose-specific EIID component;hypothetical protein;PTS system sorbose-specific EIIC component;Mannitol-1-phosphate 5-dehydrogenase"
"xlnE",-3.47826086956538e-06,"xlnE","Gentisate 12 dioxygenase 1"
"group_5122",-3.48057324871931e-06,"","hypothetical protein"
"group_4640",-3.48413315006257e-06,"","hypothetical protein"
"group_1207",-3.48432055749126e-06,"","hypothetical protein"
"group_1652",-3.48432055749126e-06,"","hypothetical protein"
"group_1853",-3.48432055749126e-06,"","hypothetical protein"
"group_30706",-3.48432055749126e-06,"","hypothetical protein"
"group_3134",-3.48432055749126e-06,"","hypothetical protein"
"group_34075",-3.48432055749126e-06,"","hypothetical protein"
"group_3660",-3.48432055749126e-06,"","hypothetical protein"
"group_4432",-3.48432055749126e-06,";insK","IS3 family transposase ISCfr6;Putative transposase InsK for insertion sequence element IS150;hypothetical protein;IS3 family transposase ISEc31"
"group_8634",-3.48432055749126e-06,"","hypothetical protein"
"group_9150",-3.48432055749126e-06,"","hypothetical protein"
"group_9413",-3.48432055749126e-06,"","hypothetical protein"
"nhoA~~~nhoA_2~~~nhoA_1",-3.48432055749126e-06,"nhoA;nhoA_2;nhoA_1","Arylamine N-acetyltransferase"
"soj_1",-3.48432055749126e-06,";soj_1","hypothetical protein;Sporulation initiation inhibitor protein Soj"
"xerC_4~~~xerC_13~~~xerC_6~~~xerC_3~~~xerD_2~~~xerD_3~~~xerC_1~~~xerD_1~~~xerC_2~~~xerC_9",-3.48432055749126e-06,"xerC_4;xerC_13;xerC_6;;xerC_3;xerD_2;xerD_3;xerC_1;xerD_1;xerC_2;xerC_9","Tyrosine recombinase XerC;hypothetical protein;Tyrosine recombinase XerD"
"group_7808",-3.48432055749148e-06,"","hypothetical protein"
"group_9251",-3.48432055749148e-06,"","hypothetical protein"
"intS_4~~~intS_2",-3.48432055749148e-06,"intS_4;intS_2","Prophage integrase IntS"
"group_7108",-3.48470777517718e-06,"","hypothetical protein"
"dhaB~~~pduC~~~pduC_2~~~pduC_1",-3.49040139616053e-06,"dhaB;pduC;pduC_2;pduC_1;","Glycerol dehydratase large subunit;Propanediol dehydratase large subunit;hypothetical protein"
"group_10190",-3.49040139616053e-06,"","hypothetical protein"
"group_1946",-3.49040139616053e-06,"","hypothetical protein"
"group_2353",-3.49040139616053e-06,"","hypothetical protein"
"group_33020",-3.49040139616053e-06,"","hypothetical protein"
"group_4970",-3.49040139616053e-06,"","hypothetical protein"
"group_7015",-3.49040139616053e-06,";lexA_2","putative HTH-type transcriptional regulator;LexA repressor"
"group_7816",-3.49040139616053e-06,"","hypothetical protein"
"group_9059",-3.49040139616053e-06,"","hypothetical protein"
"group_9453",-3.49040139616053e-06,"","hypothetical protein"
"group_9473",-3.49040139616053e-06,"","hypothetical protein"
"traD_3~~~traD_1~~~traD_2~~~traD",-3.49040139616053e-06,"traD_3;traD_1;traD_2;traD","Coupling protein TraD"
"ydaT~~~ydaT_1",-3.49040139616053e-06,"ydaT;;ydaT_1","Transcriptional regulator YdaT;hypothetical protein"
"group_8293",-3.49262433457742e-06,"","hypothetical protein"
"group_2431",-3.49431158579061e-06,"","hypothetical protein"
"group_1929",-3.49650349650332e-06,"","hypothetical protein"
"group_6456",-3.49650349650332e-06,"","hypothetical protein"
"group_7526",-3.49650349650332e-06,"","hypothetical protein"
"group_7798",-3.49650349650332e-06,"","hypothetical protein"
"nohA_4",-3.49650349650332e-06,";nohA_4","hypothetical protein;Prophage DNA-packing protein NohA"
"group_10142",-3.49650349650354e-06,"","hypothetical protein"
"group_265",-3.49650349650354e-06,"","hypothetical protein"
"group_31492",-3.49650349650354e-06,"","hypothetical protein"
"group_524",-3.49650349650354e-06,"","hypothetical protein"
"group_5984",-3.49650349650354e-06,"","hypothetical protein"
"group_8865",-3.49650349650354e-06,"","hypothetical protein"
"group_8905",-3.49650349650354e-06,"","hypothetical protein"
"group_893",-3.49650349650354e-06,"","hypothetical protein"
"scrY_4~~~scrY_1~~~scrY_2~~~scrY",-3.49650349650354e-06,"scrY_4;scrY_1;scrY_2;scrY","Sucrose porin"
"group_7067",-3.49670832800131e-06,"","hypothetical protein"
"group_33596",-3.49695004600581e-06,"","hypothetical protein"
"group_31581",-3.49750401556048e-06,";insK;insK_1","IS481 family transposase ISEc18;IS3 family transposase ISPsy8;hypothetical protein;IS3 family transposase ISKpn8;IS3 family transposase ISPa79;IS3 family transposase ISEcB1;IS3 family transposase ISBmu5;Putative transposase InsK for insertion sequence element IS150;IS3 family transposase ISRme12;IS3 family transposase ISPsy9"
"mbeC_2",-3.49866489063211e-06,"mbeC_2","Mobilization protein MbeC"
"group_10640",-3.50130784145852e-06,"","hypothetical protein"
"group_6522",-3.50142182661184e-06,"","hypothetical protein"
"chbA_1~~~chbA~~~chbA_2",-3.50262697022763e-06,"chbA_1;chbA;;chbA_2","PTS system NN'-diacetylchitobiose-specific EIIA component;hypothetical protein"
"group_27863",-3.50262697022763e-06,"","hypothetical protein"
"group_29209",-3.50262697022763e-06,"rdgC_2;rdgC_1","Recombination-associated protein RdgC"
"group_29920",-3.50262697022763e-06,"","hypothetical protein"
"group_32139",-3.50262697022763e-06,"","hypothetical protein"
"group_32149",-3.50262697022763e-06,"","hypothetical protein"
"group_32676",-3.50262697022763e-06,"","hypothetical protein"
"group_33748",-3.50262697022763e-06,"","hypothetical protein"
"group_3916",-3.50262697022763e-06,"","hypothetical protein"
"group_4736",-3.50262697022763e-06,"","hypothetical protein"
"group_5190",-3.50262697022763e-06,"","hypothetical protein"
"group_5526",-3.50262697022763e-06,"","hypothetical protein"
